"Datenbank","Identifier (0)","Klassifikation (50)","Klassifikation (50.1)","Klassifikation (50.3)","Klassifikation (50.4)","Verfasser (100)","Verfasser (100.1)","Verfasser (100.2)","Verfasser (100.3)","Sonstige Personen (101)","Sonstige Personen (101.1)","Sonstige Personen (101.2)","Sonstige Personen (101.3)","Institution (110)","Institution (110.1)","Institution (110.2)","Institution (110.3)","Sonstige Institutionen (112.1)","Titel (200)","Titel (200.1)","Titel (200.2)","Verfasserangabe (245)","Verfasserangabe (245.1)","Ausgabe (250)","Ausgabe (250.1)","Ausgabe (250.2)","Ausgabe (250.3)","Ort (260)","Ort (260.1)","Ort (260.2)","Ort (260.3)","Verlag (270)","Verlag (270.1)","Verlag (270.2)","Verlag (270.3)","Erscheinungsjahr (280)","Erscheinungsjahr (280.1)","Erscheinungsjahr (280.2)","Umfang (300)","Umfang (300.1)","Serie/ Reihe (400)","Serie/ Reihe (400.1)","Serie/ Reihe (400.2)","Serie/ Reihe (400.3)","Fußnote (500)","Fußnote (500.1)","ISBN (490)","ISBN (490.1)","ISBN (490.2)","ISBN (490.3)","ISSN (491)","ISSN (491.1)","ISSN (491.2)","ISSN (491.3)",492,492.1,492.2,492.3,"Systematik (080)","Systematik (080.1)","Schlagwort (600)","Schlagwort (600.1)","Schlagwort (600.2)","Schlagwort (600.3)","Regalstandort (852)","Regalstandort (852.1)","Regalstandort (852.2)","Regalstandort (852.3)","In- Vermerk (770)","In- Vermerk (770.1)","URL (850)","URL (850.1)","Originalsprachl. Inhalt (880)","Originalsprachl. Inhalt (880.1)"
"Stadtbibliothek Chemnitz","639709","G 212",,,,,"Groger, Bettina",,,,,,,,,,,,,"Volltreffer!",,,,,,,,,"Hannover",,,,"Vincentz Network",,,,"2013",,"1 Spiel (Farbfeld, Wurfsäckchen, 8 kleine Farbtafeln, 1 weiße Tafel, 60 Aufgabenkarten, 1 Tastsäckchen, 1 Leiterkarte, 100 Farbchips) ;",,,"Altenpflege : Vorsprung durch Wissen",,,,"ab 3 Jahren. - Spieldauer ca. 30 Min. - Für 3 - 8 Spieler",,"9783866303010",,,,,,,,,,,,,,,,,,"G 212 Vol",,,,,,,,
"Stadtbibliothek Chemnitz","641855","I G",,,,,"Wrede, Anja","Cantzler, Christoph","Gerhaher, Eleonore",,,,,,,,,,,"Mit Line durchs Jahr",,,,,,,,,"Edlingen",,,,"Selecta",,,,"2013",,"1 Spiel (4 Tableaus, 16 Karten, 1 Spielanleitung) ;",,,,,,,"Suchspiel. - für 1-4 Spieler. - ab 2 Jahren. - Spieldauer 15 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","641870","I G",,,,,"Hüpper, Christiane","Sauerborn, Annika",,,,,,,,,,,,"Teddys Farben & Formen",,,,,,,,,"Bad Rodach",,,,"Haba",,,,"2013",,"1 Spiel (8 Holzteile, 8 Formplättchen, 4 Spielpläne, 1 Farbwürfel, 1 Formenwürfel, 1 Spielanleitung) : in Behältnis 23x23x7cm",,,"Meine ersten Spiele",,,,"Legespiel. - für 1-4 Spieler. - ab 2 Jahren.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","641884","II G 21",,,,,"Kanai, Seiji","Hepworth, Andrew",,,,,,,,,,,,"Love Letter",,,,,,,,,"Friedberg",,,,"Abacusspiele Verl. GmbH",,,,"2013",,"1 Spiel (16 Personenkarten, 4 Übersichtskarten, 12 Holzherzen, 1 Anleitung) ;",,,"Pegasus Spiele",,,,"Kartenspiel. - für 2-4 Spieler. - ab 10 Jahren. - Spieldauer ca. 30 Min.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Love",,,,,,,,
"Stadtbibliothek Chemnitz","641883","II G 21",,,,,"Nedergaard Andersen, Martin","Freudenreich, Oliver",,,,,,,,,,,,"Voodoo Mania",,,,,,,,,"Günzburg",,,,"Huch! & friends",,,,"2013",,"1 Spiel (91 Zutatenkarten, 6 Übersichtskarten, 1 Anleitung) ;",,,,,,,"Reaktionsspiel. - für 2-6 Spieler. - ab 7 Jahren. - Spieldauer ca 20 Min.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Voodoo",,,,,,,,
"Stadtbibliothek Chemnitz","629893","II G 21",,,,,"Brand, Inka","Brand, Markus","Vohwinkel, Franz",,,,,,,,,,,"La Boca",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2013",,"1 Spiel (1 Spielschachtel mit Spielplan, 1 elektronischer Timer, 6 große Spielertafeln, 30 kleine Partnerchips, 100 Punktechips, 64 Aufgabenkarten, 11 Bauteile,1 Spielanleitung) ;",,,,,,,"Bauspiel. - für 3-6 Spieler. - ab 8 Jahren.",,,,,,,,,,,,,,,,,,,,"Rot Spiele LaBoc",,,,,,,,
"Stadtbibliothek Chemnitz","629899","I G",,,,,"Knizia, Reiner",,,,,,,,,,,,,"Kang-a-Roo",,,,,,,,,"Wien",,,,"Piatnik",,,,"2013",,"1 Spiel (55 Känguru-Karten, 11 Kängurus, 1 Spielanleitung) ;",,,,,,,"Sammelspiel. - für 3-6 Spieler. - ab 6 Jahren.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","629896","II G 21",,,,,"Brand, Inka","Brand, Markus","Freudenreich, Oliver",,,,,,,,,,,"Potzblitz",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"2013",,"1 Spiel (15 Würfel, 5 Klatscherkarten, 23 Aufgabenkarten, 5 Gewinn-/Verlustkarten, 40 Blitze,1 Spielanleitung) ;",,,,,,,"Würfelspiel. - für 3-5 Spieler. - ab 8 Jahren.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Potz",,,,,,,,
"Stadtbibliothek Chemnitz","629897","I G",,,,,"Ludwig, Manfred",,,,,,,,,,,,,"Fische retten",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"2013",,"1 Spiel (1Spielplan, 16 Fische, 1 Würfel, 1 Spielanleitung) ;",,,,,,,"Sammelspiel. - für 2-4 Spieler. - ab 4 Jahren.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","641878","I G",,,,,"Bos, Liesbeth","Bayer, Michael",,,,,,,,,,,,"Hokuspokus Krötenfuß!",,,,,,,,,"Bad Rodach",,,,"Haba",,,,"2013",,"1 Spiel (1 Kröte Habiba, 1 Würfel, 35 Zutatenkarten, 7 Rabenkarten, 1 Übersichtskarte, 1 Spielanleitung) ;",,,,,,,"Sammelspiel. - für 2-4 Spieler. - von 5 - 99 Jahren. Spieldauer ca. 15 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","641880","II G 21",,,,,"Knizia, Reiner",,,,,,,,,,,,,"Gold Nuggets",,,,,,,,,"Wien",,,,"Piatnik",,,,"2013",,"1 Spiel (7 Würfel, 77 Nuggets, 1 Spielanleitung) ;",,,,,,,"Würfelspiel. - für 2-5 Spieler. - ab 8 Jahren.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Gold",,,,,,,,
"Stadtbibliothek Chemnitz","641872","I G",,,,,"Neubacher-Fesser, Monika",,,,,,,,,,,,,"Was passt dazu?",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverl.",,,,"2013",,"1 Spiel (20 Stoffkärtchen mit Klappen, 1 Spielanleitung) ;",,,"Ministeps® : 24M +",,,,"Memospiel. - für 1-3 Spieler. - ab 2 Jahren. - Spieldauer 10 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","641875","I G",,,,,"Lindley, Katrin",,,,,,,,,,,,,"Äpfelchen",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverl.",,,,"2013",,"1 Spiel (1 Spielplan mit Drehpfeil, 4 Bäume, 4 Eimer, 44 Äpfel) ;",,,"Meine ersten Spiele",,,,"Sammelspiel. - für 2-4 Spieler. - von 4-7 Jahren. - Spieldauer 20 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","641873","I G",,,,,"Ménager-Berthier, Jocelyne","Theisen, Martina",,,,,,,,,,,,"Kleine Gespensterfreunde",,,,,,,,,"Bad Rodach",,,,"Haba",,,,"2013",,"1 Spiel (1Gespensterwappen, 1 Spielplan, 18 Memoplättchen, 24 Glühwürmchen, 5 Pappstege, 1 Spielanleitung) ;",,,,,,,"Memospiel. - für 2-4 Spieler. - von 3 -8 Jahren. - Spieldauer ca. 10-15 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","641877","I G II G 21",,,,,"Meister, Heinz Georg Wilhelm","Matthäus, Doris",,,,,,,,,,,,"Gespensterturm",,,,,,,,,"Dietzenbach",,,,"Amigo",,,,"2013",,"1 Spiel (24 Gespensterkärtchen, 1 Spielplan mit Zeigern, 1 Spielanleitung) ;",,,"ökologisch & kooperativ - gemeinsam spielen und gewinnen",,,,"Suchspiel. - für 2-6 Personen. - ab 5 Jahren. - Spieldauer ca. 20 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","641879","I G II G 21",,,,,"Knizia, Reiner",,,,,,,,,,,,,"Dino Park",,,,,,,,,"Wien",,,,"Piatnik",,,,"2013",,"1 Spiel (18 Dinosaurierkarten, 18 Abenteurer, 5 Würfel, 1 Spielanleitung) ;",,,,,,,"Würfelspiel. - für 1-4 Spieler. - ab 7 Jahren.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Dino",,,,,,,,
"Stadtbibliothek Chemnitz","635746","II G 21",,,,,"Behre, Christoph","Matthäus, Doris",,,,,,,,,,,,"Arche Noah",,,,,,,,,"Dietzenbach",,,,"Amigo",,,,"2013",,"1 Spiel (41 Karten, 62 Chips, 1 Spielanleitung) ;",,,,,,,"Kartenspiel. - für 2-5 Spieler. - ab 8 Jahren. - Spieldauer ca. 25 Min.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Arche",,,,,,,,
"Stadtbibliothek Chemnitz","635745","I G",,,,,"Zosa, Teresa de",,,,,,,,,,,,,"1, 2, Puzzelei",,,,,,,,,"Bad Rodach",,,,"Haba",,,,"2013",,"1 Spiel (10 zweiteilige Puzzles, 1 Holzfigur, keine Spielanleitung) ;",,,,,,,"Legespiel. - für 1 Spieler. - ab 2 Jahren.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","673189","III G 219",,,,,"Trzewiczek, Ignacy","Schneider, Hans Georg",,,,,,,,,,,,"Robinson Crusoe",,,,,,,,,"Friedberg",,,,"Pegasus Spiele",,,,"2013",,"1 Spiel (9 Aktionswürfel, 3 Wetterwürfel, 11 Inselteile, 1 Startspielmarker, 1 Spielbrett, 30 Erfindungskarten, 1 Karte Lager aufräumen, 8 Startgegenstände, 16 Tierkarten, 73 Ereigniskarten, 3 Strandgutkarten, 52 Geheimniskarten, 90 Abenteuerkarten, 1 Freitag-Karte, 1 Hund-Karte, 3 Szenariotafeln, 4 Charaktertafeln, 47 Ressourcen-Würfel, 6 Verwundungsmarker, 20 graue Marker, 10 weisse Marker, 5 blaue Marker, 1 Rundenstein, 8 Aktionssteine der Charaktere, 11 neutrale Aktionssteine, 3 Abenteuerplättchen, 22 Entdeckungsplättchen, 20 Entschlossenheitsplättchen, 22 weitere Effektplättchen, 3 Wetterplättchen, 1 Lager-/Unterschlupfplättchen, 1 Plättchen Abkürzung, 6 Reihenfolgeplättchen, 12 Plättchen für spezielle Verletungen) ;",,,,,,,"Strategiespiel. - für 1-4 Spieler. - ab 10 Jahren. - Spieldauer 60-120 Min.",,,,,,,,,,,,,,,,,,,,"Blau Spiele Robin",,,,,,,,
"Stadtbibliothek Chemnitz","678683","G 212",,,,,"Zeimet, Jacques","Kara, Annette Nora",,,,,,,,,,,,"Graffiti",,,,,,,,,"Günzburg",,,,"Huch & friends",,,,"2013",,"1 Spiel (110 Begriffskarten, 6 Tafeln, 6 abwischbare Stifte, 1 Sanduhr, 1 Anleitung) ;",,,,,,,"Quizspiel. - für 3-7 Spieler. - ab 12 Jahren. - Spieldauer 30 Min.",,,,,,,,,,,,,,,,,,,,"Games Graffi",,,,,,,,
"Stadtbibliothek Chemnitz","734462","II G 21",,,,,"Bellini, Luca","Signini, Erika","Fahrenbach, Marina",,,,,,,,,,,"Fun Farm",,,,,,,,,"Walldürn",,,,"Heidelberger Spieleverlag",,,,"[2013]","© 2013","1 Spiel (6 Schaumstofftiere, 24 Karten, 1 weißer Würfel, 1 schwarzer Würfel, 1 Spielregel) ;",,,,,,,"Reaktionsspiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Rot Spiele FunFa",,,,,,,,
"Stadtbibliothek Chemnitz","691937","II G 21",,,,,,,,,,,,,,,,,,"Mein zweisprachiges Aufdeckspiel Tiere Deutsch-Arabisch",,,,,,,,,"Hückelhoven",,,,"Schulbuchverl. Anadolu",,,,"2013",,"1 Spiel (44 Karten) ;",,,"Spiele zur Sprachförderung 3+",,,,"Nicht geeignet für Kinder unter 3 Jahren",,"9783861215530",,,,,,,,,,,,,,,,,,"820 Rot G 21 Mei",,,,,,,,
"Stadtbibliothek Chemnitz","737067","Ter G 20.0 Sachsen",,,,,,,,,,,,"Sächsische Energieagentur - SAENA GmbH (Dresden)",,,,,,"Pepe-Mobiles the race",,,,,,,,,"[Dresden]",,,,"Saena, Sächsische Energieagentur",,,,"[2013?]",,"1 Spiel (1 Spielplan, 1 Spielanleitung, 50 Spielkarten, 21 Holzautos, 4 Würfel) ;",,,,,,,"2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Ter G 20.0 Sachsen Pep",,,,,,,,
"Stadtbibliothek Chemnitz","659123","I G",,,,,"Dirscherl, Wolfgang","Meister, Heinz Georg Wilhelm","Stolte, Reiner",,,,,,,,,,,"Fühlzwerge",,,,,,,,,"Berlin",,,,"Schmidt Spiele GmbH",,,,"2013",,"1 Spiel (20 Karten, 20 Formplättchen, 1 Würfel, 1 Fühlsack, 1 Anleitung) ;",,,,,,,"Fühlspiel. - für 2-4 Spieler. - ab 4 Jahren. - Spieldauer ca. 10 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","684598","I G",,,,,,,,,,,,,,,,,,"Kugelblitz",,,,,,,,,"Fürth",,,,"Noris-Spiele",,,,"2013",,"1 Spiel (4 Kunststoffröhren, 1 zusammensteckbares Spielfeld, 60 Kugeln, 55 Karten, 1 Anleitung) ;",,,,,,,"Aktionsspiel. - für 2-4 Spieler. - ab 3 Jahren. - Spieldauer 10 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","629906","I G",,,,,"Meister, Heinz","Schober, Michael",,,,,,,,,,,,"Stibitz",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"2013",,"1 Spiel (40 Gegenstände, 36 Rabenchips, 1 Spielanleitung) ;",,,,,,,"Suchspiel. - für 3-4 Spieler. - ab 4-8 Jahren.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","652202","I G",,,,,,,,,,,,,,,,,,"Benjamin Blümchen - Mix mal",,,,,,,,,"Berlin",,,,"Schmidt Spiele GmbH",,,,"c 2013",,"1 Spiel (1 Vorlagetafel, 40 Kartonkärtchen, 1 Anleitung) ;",,,,,,,"Sammelspiel. - Für 2-4 Spieler. - Ab 3 Jahren. - Spieldauer 10 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","655470","II G 21",,,,,"Colovini, Leo","Baǵa, Volkan",,,,,,,,,,,,"Cartagena",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverl.",,,,"2013",,"1 Spiel (6 Spielplanteile, 1 Sammelplatz, 1 Ruderboot, 90 Spielkarten, 25 Piraten, 5 Flaggen, 1 Anleitung) ;",,,,,,,"Laufspiel. - für 2-5 Spieler. - ab 8 Jahren. - Spieldauer 30 Min.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Carta",,,,,,,,
"Stadtbibliothek Chemnitz","700336","I G 2",,,,,"Baum, Heike","Rüttinger, Johann",,,,,,,,,,,,"4 zu mir!",,,,,,,,,"Rürth/Bay.",,,,"noris",,,,"[2013]","© 2013","1 Spiel (24 verschiedene Holztiere, 1 Stoffsäckchen, 24 Tierkarten, 6 Dschungel-Verstecke, 1 Anleitung) ;",,,,,,,"Suchspiel",,,,,,,,,,,,,,,,"Brettspiel",,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","629903","I G II G 21",,,,,"Ast, Helmut",,,,,,,,,,,,,"Star Wars The Clone Wars",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2013",,"1 Spiel (1 Arena, 1 Arenaboden, 1 Zillo-Biest, 52 Droiden in vier Spielerfarben, 4 Machtkatapulte, 4 Jedi-Stationen, 8 Jedi-Bilder, 1 Spielanleitung) ;",,,,,,,"Geschicklichkeitsspiel. - Ab 6 Jahren. - Für 2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Rot Spiele Star",,,,,,,,
"Stadtbibliothek Chemnitz","688188","G 219",,,,,"Habraken, Harry G.M.",,,,,,,,,,,,,"Tatort: Schrebergarten",,,,,,,,,"Ratingen",,,,"Jumbo",,,,"2012",,"1 Spiel (1 Mordraster, 25 Spielsteine, 50 Kriminalfälle, 1 Anleitung)",,,"Greenrock Village",,,,,,,,,,,,,,,,,,,,,,,,"Games Tatort",,,,,,,,
"Stadtbibliothek Chemnitz","688177","III G 219",,,,,"Rosenberg, Uwe",,,,,,,,,,,,,"Farmerama",,,,,,,,,"Ravensburg",,,,"Ravensburger",,,,"2012",,"1 Spiel (1 Aktionsrad, 160 Futterpflanzen-Plättchen, 23 Zierbauten, 4 Ackerland-Tableaus, 5 Ziergärten, 16 Punkteanzeiger, 16 Tiere, 33 Karten, 1 Chef-Schaf, 3 Plättchen m. LKW, 1 Anleitung, 1 Spielinhalt u. -ablauf) ;",,,,,,,"Sammelspiel. - für 1-4 Spieler. - ab 10 Jahren. - Spieldauer 45 Min.",,,,,,,,,,,,,,,,,,,,"Blau Spiele Farme",,,,,,,,
"Stadtbibliothek Chemnitz","688160","III G 219",,,,,"Casasola Merkle, Marcel-André","Menzel, Michael",,,,,,,,,,,,"Santa Cruz",,,,,,,,,"München",,,,"Hans im Glück",,,,"2012",,"1 Spiel (16 Wertungskarten, 28 Baukarten, 4 Übersichtskarten, 22 Vogel-Plättchen, 22 Vulkan-Plättchen,19 Küsten-Plättchen, 24 Land-Plättchen, 52 Gebäude, 8 50er-Stufen, 4 Zählsteine, 1 Anleitung) ;",,,,,,,"Strategiespiel. - für 2-4 Spieler. - ab 8 Jahren. - Spieldauer ca. 45 Min.",,,,,,,,,,,,,,,,,,,,"Blau Spiele Santa",,,,,,,,
"Stadtbibliothek Chemnitz","702686","II G 21",,,,,"Bebenroth, Frank",,,,,,,,,,,,,"Drecksau",,,,,,,,,"Stuttgart",,,,"KOSMOS",,,,"[2012]","© 2012","1 Spiel (66 Spielkarten, 1 Anleitung) ;",,,,,,,"Kartenspiel",,,,,,,,,,,,,,,,"Kartenspiel",,,,"Rot Spiele Dreck",,,,,,,,
"Stadtbibliothek Chemnitz","700334","I G 2 I M I F 2",,,,,"Haferkamp, Kai","Stachuletz, Barbara",,,,,,,,,,,,"3 Gnus und 7 Kakadus",,,,,,,,,"Bad Rodach",,,,"HABA",,,,"[2012]","© 2012","1 Spiel (4 Kinder, 1 Spielplan, 55 Tierchips, 1 Säckchen, 1 zehnteiliger Zahlenexpress, 1 Anleitung) ;",,,,,,,"Zählspiel",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","701348","G 212",,,,,,,,,,,,,,,,,,"Triovision Master",,,,,,,,,"Günzburg",,,,"Hutter Trade GmbH + Co KG",,,,"[2012]","© 2012","1 Spiel (1 Spielplan, 9 Holzteile, 60 Karten, 1 Anleitung)",,,,,,,"Alter: 7-99",,,,,,,,,,,,,,,,,,,,"G 212 Tri",,,,,,,,
"Stadtbibliothek Chemnitz","688154","II G 21 III G 219",,,,,"Shafir, Haim","Pedro, Jose",,,,,,,,,,,,"Piraten Kapern",,,,,,,,,"Dietzenbach",,,,"Amigo",,,,"2012",,"1 Spiel (8 Kaperwürfel, 35 Piratenkarten, 5 Übersichtskarten, 1 Punkteblock, 1 Würfelbecher = Schachtelboden, 1 Anleitung) ;",,,,,,,"Würfelspiel. - für 2-5 Spieler. - ab 8 Jahren. - Spieldauer ca. 30 Min.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Piraten",,,,,,,,
"Stadtbibliothek Chemnitz","709190","II G 21",,,,,"Feldkötter, Michael","Menzel, Michael",,,,,,,,,,,,"Das Ligretteo Fußballspiel",,,,,,,,,"Berlin",,,,"Schmidt",,,,"[2012]",,"1 Spiel (160 Karten, 1 Anleitung) ;",,,,,,,"Reaktionsspiel",,,,,,,,,,,,,,,,"Kartenspiel",,,,"Rot Spiele Ligre",,,,,,,,
"Stadtbibliothek Chemnitz","599791","G 213",,,,,"Schranz, Walter","Follett, Ken","Menzel, Michael",,,,,,,,,,,"Ken Follett - Die Tore der Welt",,,,,,,,,"Stuttgart",,,,"Kosmos",,,,"2012",,"1 Spiel ( 90 Spielkarten, 1 Spielanleitung) ;",,,,,,,"Ab 10 Jahren. - Für 2-4 Spieler",,,,,,,,,,,,,,,,,,,,"Games Tore",,,,,,,,
"Stadtbibliothek Chemnitz","690972","I G II G 21",,,,,"Peeters, Ralf",,,,,,,,,,,,,"Wikinger Geistesblitz",,,,,,,,,"Kontich",,,,"Smart Games",,,,"2012",,"1 Spiel (1 Spielbrett, 4 Schiffe, 4 Farbpfeile, 9 drehbare Puzzleteile, 1 Heft mit Knobeleien in 4 Schwierigkeitsstufen, 1 Anleitung) ;",,,,,,,"Logigkspiel. - für 1 - beliebige Spieler. - ab 6 Jahren. Spieldauer 10 Min.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Wikin",,,,,,,,
"Stadtbibliothek Chemnitz","692329","I G",,,,,"Lawson, Andrew","Lawson, Jack","Pepperle, Walter",,,,,,,,,,,"Make'n'Break Junior",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverl.",,,,"2012",,"1 Spiel (27 Bausteine, 50 aufgabenkarten, 48 Gewinnchips, 1 Kartenhalter, 1 Anleitung) ;",,,,,,,"Suchspiel. - für 2-5 Spieler. - ab 5 Jahren. - Spieldauer 20 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","723987","I G II G",,,,,"Ahrenkiel, Ingeborg","Dorn, Sophie","Keller, Cornelia",,,,,,,,,,,"Fit & Clever",,,,,,,,,"Ravensburg",,,,"Ravensburger Spieleverlag",,,,"[2012]","© 2012","1 Spiel (36 Dominokarten, 1 Spielanleitung) ;",,,"Mauseschlau & Bärenstark",,,,"Dominospiel",,,,,,,,,,,,,,,,"Brettspiel",,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","726852","I 148 F 224 Deutsch",,,,,"Gnettner, Ingrid",,,,,,,,,,,,,"Kleine Verse durch das Jahr",,,,"1. Auflage",,,,,"[München]",,,,"Don Bosco Verlag",,,,"[2012]",,"1 Spiel (32 Karten) in Pappbox : Illustrationen ; 1 Begleitheft (16 Seiten)",,,"Reimkarten",,,,"Alter: von 2 bis 7",,"3769818946",,,,,,,,,,,,,,,,,,"BF I 148.00 Kle",,,,,,,,
"Stadtbibliothek Chemnitz","589496","I G",,,,,"Shafir, Haim","Arosh, Kobi Ben","Wagner, Markus",,,,,,,,,,,"Klack!",,,,,,,,,"Dietzenbach",,,,"Amigo",,,,"2012",,"1 Spiel (36 magnetische Scheiben, 1 Symbolwürfel, 1 Farbwürfel, 1 Spielanleitung) ;",,,,,,,"Reaktionsspiel. - Ab 4 Jahre. - Spieldauer 10 Min. - Für 2-6 Spieler",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","598869","I G II G 21",,,,,"Daum, Thomas","Leitner, Violetta","Vogt, Rolf",,,,,,,,,,,"Spiegel Spukschloss",,,,,,,,,"Bernlin",,,,"Drei Magier Spiele",,,,"2012",,"1 Spiel (1 Schachteleinzatz , 1 Dreheinheit, 1 Zahnkranz, 1 Spielplan, 1 Scheibe mit 4 Steckfüßen, 4 Formplättchen, 4 Geister, 4 Kerzen, 4 Karten, 16 Kerzen-Chips, 1 Symbolwürfel, 1 Anleitung) ;",,,,,,,"Suchspiel. - für 2-4 Spieler. - ab 6 Jahren. - Spieldauer ca. 20-30 Min.",,,,,,,,,,,,,,,,,,,,"Rot Spiele Spiegel",,,,,,,,
"Stadtbibliothek Chemnitz","705522","G 219",,,,,"Amundsen Østby, Kristian","Schlemmer, Oliver",,,,,,,,,,,,"Escape",,,,,,,,,"Troisdorf",,,,"QUEEN GAMES",,,,"[2012]","© 2012","1 Spiel (Spielmaterial für da Basisspiel : 6 Hauptkammern, 13 Basiskammern, 1 Steinablage, 25 magische Steine, 25 Würfel, 5 Abenteuerplättchen, 1 CD mit Audioeinführung und Soundtracks, 1 Spielanleitung, 1 Beiblatt für die 2 Module Flüche und Schätze, 1 Beiblatt für ""Der Sand des Schicksals"" ; zusätzliches Spielmaterial für die Module Flüche und Schätze: 13 Fluch- und Schatzkammern, 14 Fluchkarten, 13 Schatzplättchen ; zusätzliches Spielmaterial für ""Der Sand des Schicksals"": 1 Sanduhr) ;",,,,,,,"Strategiespiel",,,,,,,,,,,,,,,,,"Brettspiel",,,"Games Escape",,,,,,,,
"Stadtbibliothek Chemnitz","607194","I G II G 21",,,,,"Bücken, Hajo","Rüttinger, Johann",,,,,,,,,,,,"Drehwürmchen",,,,,,,,,"Fürth",,,,"Noris-Spiele",,,,"2012",,"1 Spiel (27 Holzscheiben, 25 Himbeerchips, 1 Sonderwürfel, 1 Spielanleitung) ;",,,,,,,"Aktionsspiel. - für 2-6 Spieler. - ab 5 Jahre - Spieldauer ca. 10-15 Min.",,,,,,,,,,,,,,,,,,,,"Sport Spiele",,,,,,,,
"Stadtbibliothek Chemnitz","613160","G 260",,,,,"Hartmann, Claudia","Kondirolli, Sabine",,,,,,,,,,,,"Heute schon geküsst?",,,,,,,,,"Günzburg",,,,"Huch! & friends",,,,"2012",,"1 Spiel (1 Spielplan, 1 rosafarbenes Herz, 1 schwarzes Herz, 110 Karten, 7 Hilfechips, 13 Kussmünder, 1 Spielanleitung) ;",,,,,,,"Partnerspiel. - für 2 Spieler. - ab 16-99 Jahre. - Spieldauer ca. 45 Min.",,,,,,,,,,,,,,,,,,,,"Games Heute",,,,,,,,
"Stadtbibliothek Chemnitz","735587",,,,,,"Henze, Birgit",,,,,,,,,,,,,"Bunte Mischung",,,,,,,,,"Hannover",,,,"Schlütersche",,,,"[2012] -",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stadtbibliothek Chemnitz","668917","G 213 O 521 O 830",,,,,"Henze, Birgit","Henze, Birgit","Henze, Birgit",,,,,,,,,,,"Bunte Mischung",,,,,,,,,"Hannover",,,,"Schlütersche",,,,"2012",,"1 Spiel (168 Spielkarten) ;",,,,,,,,,"9783899932935","3899932935",,,,,,,,,,,,,,,,,"Aktivierungs-Box",,,,,,"http://deposit.d-nb.de/cgi-bin/dokserv?id=3932172&prov=M&dok_var=1&dok_ext=htm",,
